2023-03-26 03:34:30,886 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-03-26 03:34:30,906 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-03-26 03:34:30,907 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-03-26 03:34:30,907 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-03-26 03:34:30,908 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-03-26 03:34:30,908 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-03-26 03:34:30,909 INFO  SwAddin.cs: 201 - Setting up command manager
2023-03-26 03:34:30,909 INFO  SwAddin.cs: 204 - Adding command manager
2023-03-26 03:34:30,910 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-03-26 03:34:30,911 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-03-26 03:34:30,911 INFO  SwAddin.cs: 210 - Adding event handlers
2023-03-26 03:34:30,913 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-03-26 03:41:13,493 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1.SLDASM
2023-03-26 03:41:15,934 INFO  SwAddin.cs: 313 - Saving assembly
2023-03-26 03:41:16,555 INFO  SwAddin.cs: 316 - Opening property manager
2023-03-26 03:41:16,561 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1.SLDASM
2023-03-26 03:41:16,563 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Assem1.SLDASM
2023-03-26 03:41:16,564 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1.SLDASM
2023-03-26 03:41:16,564 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-26 03:41:16,564 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-03-26 03:41:16,565 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BASE-1
2023-03-26 03:41:16,566 INFO  ExportHelperExtension.cs: 1136 - Found 36 in BASE-1
2023-03-26 03:41:16,566 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BASE-1
2023-03-26 03:41:16,566 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_1-1
2023-03-26 03:41:16,566 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_1-1
2023-03-26 03:41:16,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_1-1
2023-03-26 03:41:16,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_5-1
2023-03-26 03:41:16,567 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_5-1
2023-03-26 03:41:16,568 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_5-1
2023-03-26 03:41:16,568 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_2-1
2023-03-26 03:41:16,569 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_2-1
2023-03-26 03:41:16,569 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_2-1
2023-03-26 03:41:16,569 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_4-1
2023-03-26 03:41:16,570 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_4-1
2023-03-26 03:41:16,570 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_4-1
2023-03-26 03:41:16,570 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_6-1
2023-03-26 03:41:16,571 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_6-1
2023-03-26 03:41:16,571 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_6-1
2023-03-26 03:41:16,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_3-1
2023-03-26 03:41:16,572 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_3-1
2023-03-26 03:41:16,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_3-1
2023-03-26 03:41:16,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1.SLDASM
2023-03-26 03:41:16,573 INFO  ExportHelperExtension.cs: 1136 - Found 41 in Assem1.SLDASM
2023-03-26 03:41:16,573 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1.SLDASM
2023-03-26 03:41:16,573 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-26 03:41:16,574 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-03-26 03:41:16,574 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from BASE-1
2023-03-26 03:41:16,574 INFO  ExportHelperExtension.cs: 1136 - Found 36 in BASE-1
2023-03-26 03:41:16,575 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in BASE-1
2023-03-26 03:41:16,575 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_1-1
2023-03-26 03:41:16,575 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_1-1
2023-03-26 03:41:16,576 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_1-1
2023-03-26 03:41:16,576 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_5-1
2023-03-26 03:41:16,576 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_5-1
2023-03-26 03:41:16,577 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_5-1
2023-03-26 03:41:16,577 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_2-1
2023-03-26 03:41:16,577 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_2-1
2023-03-26 03:41:16,578 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_2-1
2023-03-26 03:41:16,578 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_4-1
2023-03-26 03:41:16,578 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_4-1
2023-03-26 03:41:16,578 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_4-1
2023-03-26 03:41:16,579 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_6-1
2023-03-26 03:41:16,579 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_6-1
2023-03-26 03:41:16,579 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_6-1
2023-03-26 03:41:16,580 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link_3-1
2023-03-26 03:41:16,580 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_3-1
2023-03-26 03:41:16,580 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link_3-1
2023-03-26 03:41:17,477 INFO  SwAddin.cs: 339 - Loading config tree
2023-03-26 03:41:17,479 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-03-26 03:41:17,481 INFO  SwAddin.cs: 344 - Showing property manager
2023-03-26 03:41:31,918 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:41:44,439 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:42:00,131 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:42:12,093 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:42:23,564 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:42:43,973 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:43:01,120 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:43:03,072 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-03-26 03:43:03,223 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-26 03:43:11,621 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1.SLDASM
2023-03-26 03:43:11,622 INFO  SwAddin.cs: 299 - Save is required
2023-03-26 03:43:11,622 INFO  SwAddin.cs: 313 - Saving assembly
2023-03-26 03:43:12,684 INFO  SwAddin.cs: 316 - Opening property manager
2023-03-26 03:43:12,685 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1.SLDASM
2023-03-26 03:43:12,685 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Assem1.SLDASM
2023-03-26 03:43:12,685 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1.SLDASM
2023-03-26 03:43:12,685 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-26 03:43:12,686 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-03-26 03:43:12,686 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from BASE-1
2023-03-26 03:43:12,686 INFO  ExportHelperExtension.cs: 1136 - Found 36 in BASE-1
2023-03-26 03:43:12,687 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in BASE-1
2023-03-26 03:43:12,687 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_1-1
2023-03-26 03:43:12,687 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_1-1
2023-03-26 03:43:12,688 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_1-1
2023-03-26 03:43:12,688 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_5-1
2023-03-26 03:43:12,688 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_5-1
2023-03-26 03:43:12,689 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_5-1
2023-03-26 03:43:12,689 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_2-1
2023-03-26 03:43:12,689 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_2-1
2023-03-26 03:43:12,689 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_2-1
2023-03-26 03:43:12,690 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_4-1
2023-03-26 03:43:12,690 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_4-1
2023-03-26 03:43:12,690 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_4-1
2023-03-26 03:43:12,691 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_6-1
2023-03-26 03:43:12,691 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_6-1
2023-03-26 03:43:12,691 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_6-1
2023-03-26 03:43:12,691 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link_3-1
2023-03-26 03:43:12,692 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Link_3-1
2023-03-26 03:43:12,692 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link_3-1
2023-03-26 03:43:12,692 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1.SLDASM
2023-03-26 03:43:12,693 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Assem1.SLDASM
2023-03-26 03:43:12,693 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1.SLDASM
